ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
SLC12A1_S130,-3.7207230601041212,-1.480088110510432,-26.926770869140537,2.821245199729094e-65,5.722613763130494e-61,137.95087965151077
MISP3_S91,-2.393929750490778,-0.7298910603870541,-23.790305666864402,6.231645395104354e-59,6.320134759714836e-55,123.56903799104518
DUSP9_S16,-3.0471545825598785,-0.9501029447779658,-25.915788982964305,1.780639940533497e-58,1.2039500184593818e-54,122.37075519042274
SLC22A8_S293,-4.231602660598319,-1.9096099548262695,-23.069647546578306,7.708818946448182e-56,3.909142087743873e-52,116.50549913053894
IRX2_S186,-3.7111688094948727,-1.2532055090179501,-22.857547274524958,3.3441068592718244e-54,1.3566372706693937e-50,112.75691592313154
CDKN1C_S268,-2.152205153900446,-0.5432152582006892,-22.26244645224788,6.86609534560619e-54,2.3211979665045993e-50,112.06864207325098
DDC_S220,-2.871328647826788,-1.0810578874931123,-21.841156952099414,9.467338921128124e-54,2.743364323945184e-50,111.75977107327756
SLC13A3_S129,-3.533809975427829,-1.3119234920318146,-22.05263494571624,3.2363829656682485e-53,8.205849009451844e-50,110.5386694430699
SUCLA2_S279,-2.4232591431910686,-0.6071417863469657,-22.36617945655117,5.604763493786707e-53,1.2631891411996619e-49,109.98049150958903
TJP3_S203,-2.726709634623578,-0.7406138749949555,-22.081482544029072,1.594675012416981e-52,3.2346387951866043e-49,108.94303115765254
SLC36A2_S41,-2.91430876611894,-1.10713590220494,-21.798962305125524,2.0272008936831293e-51,3.7381584479516904e-48,106.43179670789374
NPHS2_T53,-3.4943846299281156,-1.239392478986761,-21.17341602858847,1.1412821180486482e-50,1.9291472068748982e-47,104.7316964602504
PLCL1_T556,-1.9798762491845543,-0.4408466845179198,-20.67288599390788,1.5142610831383363e-50,2.362713216182924e-47,104.45023051444905
TH_S19,-3.0279053922171175,-0.925550666204637,-20.56934380427089,2.9351729263416095e-50,4.2526462598509437e-47,103.79423611935896
PFKP_S386,2.649274121859188,-0.6106012422839004,20.530122473911597,3.7727443312256863e-50,5.096808495622651e-47,103.5454066492075
PITPNM3_S871,-1.7517155445798864,-0.35333936743870675,-20.880019305600438,4.020357716917886e-50,5.096808495622651e-47,103.4849585814374
PCK2_S304,-2.569766728074697,-0.9124009399767906,-20.18447161374455,3.4745147807765915e-49,4.14570928313367e-46,101.34445465248149
ASS1_T174,-2.0099359377387134,-0.5186148963022543,-20.24840332111491,1.2266732803201922e-48,1.3823244898897099e-45,100.09486034340922
PDLIM2_S384,-1.9121178106778207,-0.4971401332995352,-20.09062384811033,3.305209180168519e-48,3.5285717373967495e-45,99.11272990315591
MECOM_S501,-1.9567041050936436,-0.3826330044510941,-20.54279794555717,1.2815499532015415e-47,1.2997479625370034e-44,97.76306025499694
MECOM_S603,-1.7290182692134808,-0.35755554421464336,-19.560393269243132,1.9824221990872717e-47,1.9148310422041056e-44,97.3345266315393
PDLIM2_S374,-2.2831164418469143,-0.5610969362458993,-20.1729539650899,3.0539858901433883e-47,2.815774990712204e-44,96.91684929542895
SELENBP1_S153,-1.6856234743792522,-0.45954616109877094,-19.42872687567503,4.679629583119131e-47,4.1270263679994977e-44,96.48271119654241
SLC9A3_S546,-2.2638570654846135,-0.6541735176603423,-19.407750375453396,5.366819775645366e-47,4.535857180382942e-44,96.34681978914432
PDLIM2_T529,-2.8963779721630916,-0.8966507316908647,-19.311536526110984,1.545463860248375e-46,1.2539275576511216e-43,95.29991026584968
AIFM1_S371,-1.7507372429323929,-0.48752434696066427,-19.21103367940589,1.9444539135278808e-46,1.5169731993076745e-43,95.06999520705078
ANK3_S841,-1.5917562733150579,-0.3350804745960017,-19.113845793982506,3.67874971770408e-46,2.6649914026396275e-43,94.43756424436552
ANK3_S847,-1.5917562733150579,-0.3350804745960017,-19.113845793982506,3.67874971770408e-46,2.6649914026396275e-43,94.43756424436552
PTH1R_S91,-2.6203518058477497,-0.864763244410423,-20.059850507571173,6.309737205789757e-46,4.4133348097323945e-43,93.91133725169297
SELENBP1_T283,-1.6198036193366818,-0.2697066633977732,-19.442090116642028,1.59356675717692e-45,1.0774636034192214e-42,92.99752049485339
PARD3_S921,-2.10085558182127,-0.46721944518105835,-18.712204126740772,5.1854066807209825e-45,3.286899659742013e-42,91.81283114645913
PARD3B_S780,-2.10085558182127,-0.46721944518105835,-18.712204126740772,5.1854066807209825e-45,3.286899659742013e-42,91.81283114645913
PEPD_S162,-2.2833862720134905,-0.5590519800654373,-19.572794656837388,6.519354079769674e-45,4.0072296410317596e-42,91.60186083351205
DNPH1_Y24,-1.801764705836537,-0.460751812616172,-18.558494794159817,1.4339221102692903e-44,8.554610613147732e-42,90.80368451095987
ATP1A1_S47,-1.783347229970838,-0.5218058629250676,-19.10669727620174,1.588509499625823e-44,9.206093340117197e-42,90.71442013801988
SLC23A1_T585,-3.089892119505781,-1.0189222945092868,-19.99923683097695,3.2732011633724865e-44,1.8442670110513198e-41,89.99432082030846
AGXT2_S253,-3.081384095884721,-1.273217179261094,-18.31777460867878,7.087332400854598e-44,3.8853905518631e-41,89.2182370711708
SALL3_S919,-2.1141312882694683,-0.48257222327484534,-18.764327469431635,1.6504433925440861e-43,8.809893098516905e-41,88.40232916005667
HAO2_T193,-3.0986711352763265,-1.0973546858099603,-18.947771837928563,2.694923846205415e-43,1.4016368024725804e-40,87.91154872849962
BDH2_T36,-2.1701714651465265,-0.5260364232317379,-20.150126121008483,5.436338055511425e-43,2.756767027949844e-40,87.19045616175974
TJP3_S112,-2.665753575940521,-0.7865050129500587,-18.254576376498346,3.1771851110364404e-42,1.571854214445443e-39,85.46555031187816
BPNT1_T122,-1.975440485035497,-0.48552653742851043,-18.21904354505201,3.969769970586059e-42,1.8726235833341307e-39,85.24687807142986
ALDH4A1_T41,-2.829584516643502,-1.0497545276779305,-17.71629569577477,3.940492298009113e-42,1.8726235833341307e-39,85.23075044340472
GJB1_S266,-2.6756992587705524,-1.0007002297218535,-18.204256393729093,5.365552291401434e-42,2.473519606336061e-39,84.94664801621704
PDZK1_T480,-1.560445733138764,-0.36789994671590187,-17.606387661095546,8.242815622006819e-42,3.7154949350396957e-39,84.49826050717745
PECR_Y179,-2.754559337739399,-0.9192684105640192,-18.93991379770015,1.509495659891841e-41,6.656219557662196e-39,83.92952691284736
DPEP1_Y271,-2.6904161696748807,-1.2846670934111806,-17.43328474619062,2.641733929252924e-41,1.1401049153397088e-38,83.34228332946846
CDK18_S89,2.0392091527144047,-0.4396899843521958,17.330584774798652,5.278925651411548e-41,2.23078599819233e-38,82.6551399136245
TJP3_S164,-3.1374569013742235,-0.9661967840605569,-18.44748671330206,7.055629100404554e-41,2.9207424627062445e-38,82.40345958007906
GPAT3_S66,-2.4378544260333945,-0.793496547905085,-17.235202695218895,1.0049560114274432e-40,4.076905547158852e-38,82.01609891777089
SLC23A1_T589,-2.7282004152268913,-0.8310771912021543,-18.233989713198966,1.521345948771416e-40,6.050780632329295e-38,81.64812683817476
SLC3A1_S10,-2.191229975545747,-0.7621532656561768,-17.090611197992956,2.6709383417148684e-40,1.0418714100643153e-37,81.04581576329583
PLEKHA7_S934,-2.127123987609234,-0.605430283201506,-16.999078275831266,4.963722270305353e-40,1.899700802469317e-37,80.43063713869572
MLF1_S249,-2.0731486338263805,-0.2767641078128253,-20.032686256488084,7.793260998758844e-40,2.927379742570822e-37,79.96999307619598
CALML3_S118,-3.1219367232423854,-1.267823947878096,-17.51199313056777,2.0243279635997077e-39,7.4657215297557226e-37,79.07988294376247
CDK18_S98,1.7762272474544956,-0.32609720087251376,16.779198899484655,2.2059183482700327e-39,7.990151388626668e-37,78.9499516926444
QARS_S70,-1.3197043081927053,-0.23797882131877382,-16.672952658863,4.541647445221157e-39,1.6161890662958938e-36,78.2330497818038
AHNAK2_S332,3.928105919760847,-1.3175099135290909,17.647132954216485,4.807509027756462e-39,1.6813019503277944e-36,78.22489119397768
CAV2_S36,2.1276537069142374,-0.43852014071085266,16.777780010880196,8.075978582815531e-39,2.776494060573394e-36,77.67671724809706
PDLIM2_S387,-1.3881509644334726,-0.2866294901308438,-16.765715749796424,8.747431502755957e-39,2.9572150100316973e-36,77.59746808563808
PLXNC1_S978,1.7481334755481424,-0.3638724233971121,16.528195809261504,1.2165724745097212e-38,4.045402634910686e-36,77.2548457481531
